experiment_id,cohort,method_id,seed,diagnostic_stratum,comparator,semantic_valid,observed_action_rmse,comparator_rmse,comparator_minus_observed_delta_rmse,episode_cluster_mean_delta,episode_cluster_ci95_low,episode_cluster_ci95_high,episodes,observed_cells,causal_effect_claimed,shuffle_contract,claim_boundary,lineage,status,reason,component_label,candidate_reward
KDD098R,respiratory,transformer_world_model,3408,reward_relevant_features,previous_action,True,0.8196602488012367,0.8203717502468775,0.0007115014456408,0.0010870405387976,0.0006180522724696,0.0015600384188581,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,transformer_world_model,3411,reward_relevant_features,lowest_setting_reference_class_not_no_action,False,0.8204326719677645,0.821086721570342,0.0006540496025775,0.0026396948198649,0.0012665674295233,0.0040447330665712,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,transformer_world_model,3411,reward_relevant_features,matched_shuffle,True,0.8204326719677645,0.8212854803545598,0.0008528083867953,0.0010684754400654,0.0005670723917718,0.0015875301351301,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,transformer_world_model,3411,reward_relevant_features,previous_action,True,0.8204326719677645,0.8211115432556738,0.0006788712879093,0.0010806263018868,0.0006278247494681,0.001504510873822,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,transformer_world_model,3414,reward_relevant_features,lowest_setting_reference_class_not_no_action,False,0.8202980765527758,0.8212882991229373,0.0009902225701615,0.0012607886356035,0.0005269691356849,0.002022671582356,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,transformer_world_model,3414,reward_relevant_features,matched_shuffle,True,0.8202980765527758,0.8213649644704698,0.001066887917694,0.0010999997417376,0.0005630167200937,0.0016736809535981,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,transformer_world_model,3414,reward_relevant_features,previous_action,True,0.8202980765527758,0.821159010508414,0.0008609339556382,0.0011357496111629,0.0007013959750778,0.0015580064459874,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,reward_relevant_features,lowest_setting_reference_class_not_no_action,False,0.8667511043309617,0.870823748174337,0.0040726438433753,0.004124163838546,0.0030601068340258,0.0050719356619217,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,reward_relevant_features,matched_shuffle,True,0.8667511043309617,0.8733143460275212,0.0065632416965595,0.0068121758781577,0.0056332092714886,0.008074845812511,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,reward_relevant_features,previous_action,True,0.8667511043309617,0.8679561713765543,0.0012050670455926,0.0014024360889569,0.0008730622131745,0.0019682489654394,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,reward_relevant_features,lowest_setting_reference_class_not_no_action,False,0.8662537647461529,0.8691405241959961,0.0028867594498431,0.0035917541216423,0.002615214826664,0.0046252497046908,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,reward_relevant_features,matched_shuffle,True,0.8662537647461529,0.8713780308642297,0.0051242661180768,0.0063341647319565,0.0052468168305209,0.0075958522374391,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,reward_relevant_features,previous_action,True,0.8662537647461529,0.8673916475112767,0.0011378827651238,0.0013587669342584,0.0008692848191574,0.0018492759071745,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,reward_relevant_features,lowest_setting_reference_class_not_no_action,False,0.866912117628106,0.8687911320798245,0.0018790144517184,0.0017214003373313,0.0009008636012671,0.0025489749233929,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,reward_relevant_features,matched_shuffle,True,0.866912117628106,0.8709913248362244,0.0040792072081183,0.0037340061392863,0.0026231617637757,0.0048319699428912,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,reward_relevant_features,previous_action,True,0.866912117628106,0.868375334379066,0.0014632167509599,0.0016509322733887,0.0012374204999511,0.0020677548326895,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,reward_relevant_features,lowest_setting_reference_class_not_no_action,False,0.8181819119118428,0.8195220672809643,0.0013401553691215,0.0023263385899782,0.0015925980741004,0.0030754383180831,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,reward_relevant_features,matched_shuffle,True,0.8181819119118428,0.8188017168700101,0.0006198049581673,0.0006018500038116,0.0001055566995678,0.0010982591273504,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,reward_relevant_features,previous_action,True,0.8181819119118428,0.8187867343224213,0.0006048224105785,0.0008310675262681,0.000431799495096,0.0012212910841314,3702,41912,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3408,reward_relevant_features,no_action,True,0.7761645551665564,0.7801398080651608,0.0039752528986044,0.0042818451407437,0.0035168295499165,0.0050644894576782,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3408,reward_relevant_features,matched_shuffle,True,0.7761645551665564,0.7784580584153692,0.0022935032488128,0.0023035162892828,0.0017320726547557,0.0028519218277883,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3408,reward_relevant_features,previous_action,True,0.7761645551665564,0.7767473375372824,0.000582782370726,0.000389742289863,8.74363929603973e-05,0.00067386851714,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3411,reward_relevant_features,no_action,True,0.7787505851695665,0.7831941094869925,0.004443524317426,0.0052621969792439,0.0044822364512236,0.005958017880739,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3411,reward_relevant_features,matched_shuffle,True,0.7787505851695665,0.7804658682742249,0.0017152831046584,0.0018340201493069,0.0013611761454994,0.0023193722389629,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3411,reward_relevant_features,previous_action,True,0.7787505851695665,0.7792704234630691,0.0005198382935025,0.0002448732080646,-6.320646235197533e-05,0.0005371722824347,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3414,reward_relevant_features,no_action,True,0.780226623000853,0.7834187455002004,0.0031921224993474,0.0030405133127341,0.0023264795874076,0.0036759404433034,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3414,reward_relevant_features,matched_shuffle,True,0.780226623000853,0.7824564052683889,0.0022297822675358,0.001888128595807,0.0013090379369056,0.002425349073543,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,grud_world_model,3414,reward_relevant_features,previous_action,True,0.780226623000853,0.7809173087312402,0.0006906857303872,0.0004488034209153,0.0001512549690238,0.0007687445186229,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3408,reward_relevant_features,no_action,True,0.7757562436171934,0.7790382271907308,0.0032819835735373,0.0023587029561231,0.0016047924982564,0.0030382243406393,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3408,reward_relevant_features,matched_shuffle,True,0.7757562436171934,0.7780202925693915,0.0022640489521981,0.0019324114793072,0.0013186229994548,0.0025808467649758,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3408,reward_relevant_features,previous_action,True,0.7757562436171934,0.7764779798217122,0.0007217362045187,0.0004202559835742,8.015028039008517e-05,0.000765835696608,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3411,reward_relevant_features,no_action,True,0.7803183262185371,0.7835207284941944,0.0032024022756572,0.0030574108164043,0.0023959788329818,0.003720381053341,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3411,reward_relevant_features,matched_shuffle,True,0.7803183262185371,0.7820827330315755,0.0017644068130383,0.0017443363208868,0.0012448604972873,0.002155231430521,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3411,reward_relevant_features,previous_action,True,0.7803183262185371,0.7811431734638327,0.0008248472452955,0.0004752407210276,0.0001499846022834,0.0008210855321422,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3414,reward_relevant_features,no_action,True,0.7780545782563842,0.7824462323312403,0.004391654074856,0.0041114760393299,0.003413564348966,0.0047629880057186,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3414,reward_relevant_features,matched_shuffle,True,0.7780545782563842,0.7798475556646823,0.001792977408298,0.0015397254003768,0.0010304417346066,0.0020184111766368,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,transformer_world_model,3414,reward_relevant_features,previous_action,True,0.7780545782563842,0.7787515368379285,0.0006969585815442,0.0003070091800208,-1.3719200530450754e-05,0.0006311954949735,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3408,reward_relevant_features,no_action,True,0.8139615663555557,0.8200943884671728,0.006132822111617,0.0053640796819933,0.0045481047914326,0.0060639996030571,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3408,reward_relevant_features,matched_shuffle,True,0.8139615663555557,0.8166118464189976,0.0026502800634419,0.0024675908608027,0.0018831998134235,0.0030575468306311,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3408,reward_relevant_features,previous_action,True,0.8139615663555557,0.8145468489208822,0.0005852825653265,0.0004863640974927,0.0002126190934311,0.0007583510250079,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3411,reward_relevant_features,no_action,True,0.8072806216802156,0.8126500685959105,0.0053694469156948,0.0052649099886133,0.0044655485295347,0.0060527450006476,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3411,reward_relevant_features,matched_shuffle,True,0.8072806216802156,0.8101415452934975,0.0028609236132818,0.0029239994903632,0.0022259280703882,0.0035367205641779,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3411,reward_relevant_features,previous_action,True,0.8072806216802156,0.8081267156245067,0.000846093944291,0.0006819120274568,0.0003733684381131,0.00096865027995,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3414,reward_relevant_features,no_action,True,0.8057316653726746,0.8084566456246808,0.0027249802520061,0.0026239817865637,0.0018403447984759,0.0033547578633911,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3414,reward_relevant_features,matched_shuffle,True,0.8057316653726746,0.8084418979848152,0.0027102326121406,0.0023616630414745,0.0016718633387602,0.0030386547218333,8659,77112,False,within_train_frozen_severity_propensity_time_strata,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,
