experiment_id,cohort,method_id,seed,evaluation_mode,status,gaussian_nll,gaussian_crps,coverage50,coverage80,coverage90,coverage95,width90,interval_score90,mean_absolute_coverage_error,claim_boundary,lineage,row_type,component_label,width50,interval_score50,width80,interval_score80,width95,interval_score95,retained_fraction,retained_transitions,rmse,selection_quantity
KDD098R,respiratory,grud_world_model,3411,recursive,available_gaussian_scoring,1.2542300004796787,0.47158422846827924,0.5692122028250345,0.8368743741244875,0.9150178740060882,0.9511595993255523,2.876964803527955,3.852424288880895,0.030566012570290624,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,grud_world_model,3414,one_step,available_gaussian_scoring,0.9198480094805047,0.34813491983770095,0.5878422522674168,0.8479411370321447,0.9182217860311718,0.9518072289156626,2.181052841537894,2.8954122826325053,0.038953101061598966,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,grud_world_model,3414,recursive,available_gaussian_scoring,1.236120073834313,0.46729398383934656,0.5870491199940657,0.8553075669954266,0.9264926150255771,0.9585973541335601,2.9994714653746355,3.810534564861748,0.04436166403715738,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,transformer_world_model,3408,one_step,available_gaussian_scoring,0.9224242172218917,0.3444695837735561,0.5807012088134684,0.8455845641624038,0.9175056845901246,0.9509113888659064,2.132300541302319,2.8517564696426856,0.03617571160797581,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,transformer_world_model,3408,recursive,available_gaussian_scoring,2.585226046186298,0.6045304532265444,0.43364649695157614,0.6853147850697129,0.7785905640083421,0.8338216707702227,2.48465388614836,5.871933151641484,0.10465662080003653,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,transformer_world_model,3411,one_step,available_gaussian_scoring,0.9203168869774943,0.3448815840611962,0.5846411932361223,0.846209369802202,0.9175085375839137,0.9509427717975858,2.139408190488743,2.8625678920930957,0.03732546810495593,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,transformer_world_model,3411,recursive,available_gaussian_scoring,3.6344112753718028,0.6112992446834863,0.39856323232784324,0.6502885803217606,0.752522759757952,0.8185153590920633,2.3866898779689234,5.653604006384757,0.1325275171250952,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,transformer_world_model,3414,one_step,available_gaussian_scoring,0.9117054283801914,0.3437222150672263,0.5821419706769299,0.8455018273425219,0.9169322328385291,0.9503350841205219,2.1280853695502717,2.8517839169777854,0.03622777874462568,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,transformer_world_model,3414,recursive,available_gaussian_scoring,3.2751095529196617,0.6425310197383999,0.4266252792367671,0.6790695816655207,0.7753010621695876,0.834888690447321,2.6153645300987223,6.019916329750841,0.10852884662020093,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,one_step,available_gaussian_scoring,1.0278642680672885,0.3838078335110179,0.6091569688652788,0.84586130455994,0.9126327711984571,0.9452653141574111,2.372420376871863,3.2839108974760887,0.04309643261656618,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3408,recursive,available_gaussian_scoring,2.016989650291969,0.5886315037422795,0.4155898992607893,0.6668901511801408,0.7658262697962106,0.8267519521610002,2.344357351919557,5.589931898930526,0.11873543190046477,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,one_step,available_gaussian_scoring,1.021303394569651,0.3831669416552834,0.608301070728569,0.844289304982183,0.9114573377573757,0.9442239714244142,2.359936533197238,3.2820771430162363,0.042455935510928355,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3411,recursive,available_gaussian_scoring,1.9874253009545029,0.5826863353956807,0.42304191903774224,0.6741709913297519,0.7718660576475925,0.8318844879874696,2.344236628567392,5.520237720852231,0.11225913599936094,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,one_step,available_gaussian_scoring,1.0366664200867473,0.3847007817842584,0.6096134478715239,0.8451851450319393,0.9120507604654945,0.9450998405176472,2.3833467274105495,3.2916287934818693,0.042937378212827615,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,dreamer_v3_categorical_rssm,3414,recursive,available_gaussian_scoring,2.0283179970155714,0.5957028324902861,0.4177467625652979,0.6685562995529358,0.7672927086037734,0.8276363802356003,2.3690182642240596,5.681210588572095,0.11719196226059815,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,one_step,available_gaussian_scoring,0.9041684472038714,0.3457701097773694,0.5974768122929797,0.855684162175579,0.9232287901309238,0.9548599322699275,2.1944021058665073,2.8785419692568164,0.04531242421735249,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,respiratory,gaussian_transition_ensemble,3408;3411;3414,recursive,available_gaussian_scoring,1.218314837481887,0.45804908104785375,0.6032798016598718,0.8683371896299382,0.9345922643926404,0.9636328881712024,3.0174758337429273,3.7586842085084813,0.054960535963413215,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,persistence_locf,3408,one_step,not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,persistence_locf,3408,recursive,not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,hgb_residual,3408,one_step,available_gaussian_scoring,1.0565360088292717,0.36889571579430364,0.632908515420597,0.8562741290499621,0.9166986118006373,0.9464903295271492,2.3359090598337673,3.2663111448902313,0.052347731686011784,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,hgb_residual,3408,recursive,available_gaussian_scoring,1.5113100776898523,0.4853859671919103,0.47605581286226306,0.7468217210152897,0.8376192181925967,0.8889419562152662,2.3359090598337673,4.259405928492101,0.05014032292864612,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,hgb_residual,3411,one_step,available_gaussian_scoring,1.0563459338361272,0.36879698280976736,0.6325115578542087,0.8556834059168672,0.9170494845835926,0.9464924242900324,2.3336539360599673,3.26650489683105,0.05218800601615897,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,hgb_residual,3411,recursive,available_gaussian_scoring,1.5101371389101776,0.4862852125203851,0.4787863362806647,0.745611995450175,0.8362220113494253,0.88751647007317,2.3336539360599673,4.304393810205737,0.05046579671164125,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,hgb_residual,3414,one_step,available_gaussian_scoring,1.056814205596392,0.3691003843827634,0.6333976425538511,0.8552424583299293,0.9169154197590603,0.9464065390118166,2.3387181368474463,3.2698977132781324,0.052287245407756006,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,hgb_residual,3414,recursive,available_gaussian_scoring,1.4860949664649525,0.48238951236233907,0.48290987701647115,0.7497491521447229,0.8392300908498662,0.891255621819888,2.3387181368474463,4.239732501819573,0.04671381454226292,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,grud_world_model,3408,one_step,available_gaussian_scoring,0.9277809131228342,0.35058803844082664,0.5744572993060051,0.8388383701906863,0.9130746720125016,0.9481252919575769,2.1321652732948,2.9072526397829046,0.032061262387903994,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,grud_world_model,3408,recursive,available_gaussian_scoring,1.32842545478556,0.4945668617710186,0.5203160578238346,0.8069529369623005,0.8880558715156238,0.9298432488934415,2.77982868604842,4.096114094014274,0.014842468594267438,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,grud_world_model,3411,one_step,available_gaussian_scoring,0.929720832325881,0.3521551289984777,0.5767961020652267,0.8389713876337768,0.9131668415793674,0.948195466514168,2.1421059712647446,2.9238112707093498,0.032684716191050706,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,grud_world_model,3411,recursive,available_gaussian_scoring,1.318623449036632,0.5000841389122209,0.5317597474553868,0.813756726807309,0.8964359704303272,0.9369549688822973,2.8528810066433725,4.101167067006849,0.015531383737517807,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,grud_world_model,3414,one_step,available_gaussian_scoring,0.9283683319896125,0.35099270753632267,0.5794375980610875,0.8411572727025164,0.9140759686707263,0.9483588580190665,2.147383104827596,2.9221176138359812,0.03407799535381589,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,grud_world_model,3414,recursive,available_gaussian_scoring,1.3644465103913277,0.5010190421924268,0.5100234403966643,0.792986105437795,0.879772131693553,0.9239789602016,2.7306214125276655,4.159249849547927,0.015821560765929082,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,transformer_world_model,3408,one_step,available_gaussian_scoring,0.9439388948710628,0.3464533437257525,0.5723070252062817,0.8382528839647996,0.9126085872709638,0.9477628979787633,2.097509079863243,2.8689853124994675,0.031351399615820424,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,transformer_world_model,3408,recursive,available_gaussian_scoring,10.38715891142805,0.8300808542029109,0.39538439946290277,0.6270107105226224,0.7198034693462874,0.7808972288381817,2.99163677146178,8.273868755593575,0.15672604795750145,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,transformer_world_model,3411,one_step,available_gaussian_scoring,0.9438464513575583,0.3478716622116052,0.5729092695352349,0.8383628590161737,0.9125614551060892,0.9480561647824275,2.1164485747674893,2.8804174066433923,0.03144435471876755,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,transformer_world_model,3411,recursive,available_gaussian_scoring,9.356867880446506,0.6408898898967078,0.4316855928493174,0.686588909068438,0.7831868046696454,0.8425083947622549,2.7548255553718386,5.78798465583184,0.10150757466258609,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,transformer_world_model,3414,one_step,available_gaussian_scoring,0.9233220318685288,0.3478944915638374,0.5726610401335621,0.8379899912229435,0.9123854950238908,0.9479870376072781,2.106264446844998,2.876428032251753,0.03126237219327954,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,transformer_world_model,3414,recursive,available_gaussian_scoring,3.751838262998971,0.6829708388350082,0.472708381774725,0.7089798295281966,0.7933128884475922,0.8453824094381637,3.0694567412432576,6.662322378489157,0.08240412270283064,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3408,one_step,available_gaussian_scoring,1.0147236119855432,0.381456127436928,0.6008900647491208,0.8404031580645229,0.9108783131293453,0.9438519756756134,2.3211288138819346,3.2638199894458118,0.03957989006684387,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3408,recursive,available_gaussian_scoring,1.9937938469307437,0.5647060480673093,0.41868654177690356,0.6669861180063723,0.7681286016829325,0.8301691939980854,2.2739187718616085,5.254090900784434,0.11650738613392655,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3411,one_step,available_gaussian_scoring,1.0201124122151295,0.38140259678988664,0.6004313116776746,0.8387954275515783,0.9105159191505318,0.9434036964185839,2.3160139137769966,3.2616014748450466,0.03908474049030017,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3411,recursive,available_gaussian_scoring,2.0288807206077877,0.5582654481228256,0.421442202349905,0.670098935650979,0.7703019181743722,0.8315737325113484,2.262782951959329,5.206315568789074,0.11414580282834887,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3414,one_step,available_gaussian_scoring,1.0165021237384828,0.38195409327767693,0.6020736057781939,0.8403308887450485,0.9106541735008306,0.943593272459524,2.329344001959045,3.2725679627841995,0.039866348891137215,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,dreamer_v3_categorical_rssm,3414,recursive,available_gaussian_scoring,1.986603580310213,0.5656997250936212,0.4201476388880161,0.667516093015851,0.7681788759921321,0.8291930344944604,2.278274444646679,5.289273857065173,0.11624108940238512,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,gaussian_transition_ensemble,3408;3411;3414,one_step,available_gaussian_scoring,0.9103484950421791,0.3486355047990783,0.5883728091398694,0.848104553805032,0.9193191601676648,0.9523399548788075,2.1607836836720478,2.8963239001838526,0.03953411949784344,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,shock,gaussian_transition_ensemble,3408;3411;3414,recursive,available_gaussian_scoring,1.2383824709816538,0.46979996256770606,0.5720148057840593,0.8543637053003785,0.9260349699715741,0.9579853408493425,2.9627768340817564,3.8162735457430115,0.04009970547633859,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,aki,persistence_locf,3408,one_step,not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
KDD098R,aki,persistence_locf,3408,recursive,not_available,nan,nan,nan,nan,nan,nan,nan,nan,nan,"Development-only factual logged-action planning-component validation. Action-information deltas are predictive diagnostics, not causal treatment effects. No confirmatory, policy-winner, treatment-benefit, causal, counterfactual, clinical-utility, deployment, or autonomous-decision claim.",KDD097/KDD098R unchanged,,,,,,,,,,,,
